indicativo,nombre,altitud,provincia,num_records,avg_tmin,avg_tmax,avg_prec,avg_velmedia,std_tmed,longest_gap_days
2604B,MEDINA DE RIOSECO,731,VALLADOLID,3992,5.763636363636364,19.47016311166876,1.125757183536112,2.9895477386934677,7.192716366126725,12
2611D,VILLAFÁFILA,690,ZAMORA,4010,6.051385767790262,20.027141073657926,0.985477843032568,3.3908591408591406,7.100439745230469,7
2614,ZAMORA,656,ZAMORA,4018,8.19596412556054,20.70002491280518,1.1103264996203492,1.9930707876370886,7.412124572998812,3
2626Y,CUBILLAS DE RUEDA,916,LEON,3966,4.014445007602635,17.727436092128578,1.408677792041078,2.351847133757962,6.611616666632028,27
2630X,PUERTO DE SAN ISIDRO,1510,LEON,3247,2.225945945945946,11.94043837357052,3.0015529071867095,3.8198757763975157,5.915218239693382,168
2661,"LEÓN, VIRGEN DEL CAMINO",916,LEON,4018,5.951569506726457,18.031340308918786,1.3840433772269558,3.3069213189683317,6.706061375771668,2
2664B,VALENCIA DE DON JUAN,788,LEON,3857,6.113732670677479,18.50742961418144,0.9715795177458683,3.507682188897659,6.697692578693032,16
2701D,"BARRIOS DE LUNA, MIÑERA",1120,LEON,4011,4.373269327943406,17.608436473857036,2.4704692960559163,2.7283037721708716,6.082664157816788,35
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",995,LEON,3952,5.874714394516375,16.941419518377693,1.859498956158664,2.9512461851475074,6.5363821832769435,10
2734D,ASTORGA,919,LEON,3617,5.568313219197306,19.554026561175473,1.2894043528064147,2.660451170759566,6.455610471268677,100
2737E,LAGUNAS DE SOMOZA,1020,LEON,3761,3.919346733668341,16.937315099078983,1.2293475217026044,2.532528180354267,6.3684209535920715,152
2742R,BUSTILLO DEL PÁRAMO,850,LEON,3989,5.541225839267548,18.29266683582847,1.1197919375812744,2.9775448345541804,6.565121362994234,38
2755X,BENAVENTE,715,ZAMORA,4017,7.233781763826607,20.034030891878427,1.019440914866582,2.3164588528678305,7.081549403207755,1
2766E,"SANABRIA, ROBLEDA-CERVANTES",933,ZAMORA,4010,2.486585061204097,18.196328671328672,2.3432714322055457,0.9947553324968633,5.9070951055998595,6
2775X,VILLARDECIERVOS,850,ZAMORA,3983,4.736649746192894,19.34267612772428,1.8192968950474726,2.5737579617834396,6.4599715086669445,21
2777K,SANTIBAÑEZ DE VIDRIALES,737,ZAMORA,3995,5.295075376884422,19.433817999498622,1.1347063310450038,2.4794406651549514,6.77041345473837,10
2789H,POZUELO DE TABARA,711,ZAMORA,3961,6.57748102333427,19.533761878144215,1.1108044780005208,3.450216560509554,7.028921046052502,378
2804F,VILLADEPERA,790,ZAMORA,3944,7.248842592592593,18.65034606511151,1.494712510835019,4.437935483870968,7.070613799731357,16
2828Y,BARCO DE AVILA,1012,AVILA,4009,4.6445443196005,19.029505741387922,1.474865211810013,2.8564593301435406,6.352173034754521,8
2847X,PEDROSILLO DE LOS AIRES,865,SALAMANCA,3997,5.197201729839736,19.304903455284553,1.072974345948692,3.4254833040421793,6.7880865411542475,49
2863C,PEDRAZA DE ALBA,897,SALAMANCA,3890,5.407342295760082,19.056845084920226,1.1494850805386851,2.313356438283124,6.969317917460559,31
2867,SALAMANCA AEROPUERTO,790,SALAMANCA,4018,5.391502616496386,20.430219232685598,1.0383359662980516,3.48018018018018,6.97712381201563,2
2870,SALAMANCA,775,SALAMANCA,4014,8.030289193302892,20.708572153182853,0.9661582960820404,1.9429426433915213,6.959164141690021,69
2873X,BARBADILLO,817,SALAMANCA,3944,5.653002544529261,19.478221092757302,1.121690796277146,2.963443335891532,6.94534296934365,17
2882D,PEÑAUSENDE,1003,ZAMORA,3597,8.406776180698152,19.206561218512014,0.965415939499709,,7.021426520058305,142
2885K,FRESNO DE SAYAGO,804,ZAMORA,4015,5.6480871548011145,19.60739614994934,1.3189433962264152,4.258148240578987,6.979088195807745,40
2891A,VILLARINO DE LOS AIRES,690,SALAMANCA,4006,7.995375,21.05656085978505,1.5209536423841061,3.3182795698924727,7.049458119906861,13
2914C,BOADILLA FUENTE SAN ESTEBAN,785,SALAMANCA,3966,6.627783531848783,19.14509956038273,1.2453973249409913,3.138780672906653,6.82323852489827,94
2916A,VITIGUDINO,769,SALAMANCA,4009,7.0617293233082705,20.882084690553746,1.448,3.6159270998415214,7.034374265171968,12
2918Y,EL MAÍLLO,1027,SALAMANCA,3975,7.134073700151439,18.1261976802824,1.942148974824812,3.811784002018672,6.697631254426404,13
2926B,BAÑOBÁREZ,748,SALAMANCA,3952,6.7641726251276815,19.4508896797153,1.4655361335768327,2.8825784868759654,6.660643053139616,26
2930Y,NAVASFRÍAS,880,SALAMANCA,3934,4.1207082371054655,18.66191942519887,2.811800766283525,1.6608562691131499,6.156159113700115,30
2945A,EL BODÓN BASE AÉREA,805,SALAMANCA,3945,6.780309566099974,19.27233071265534,1.458886346300534,3.268454499237417,6.650006419103358,47
2946X,SAELICES EL CHICO,680,SALAMANCA,4004,7.180140421263792,21.053157894736845,1.26126359399275,2.8669595782073816,6.928518561596559,14
2966D,ALCAÑICES,840,ZAMORA,4010,6.46058867548017,19.30912718204489,1.6724677948977014,3.8332750873689467,6.7525892882850105,7
2969U,A GUDIÑA,910,OURENSE,3936,7.324561403508772,17.764241486068112,3.3142634044768355,,6.71599536044713,62
2978X,VERÍN,380,OURENSE,3974,6.470582278481014,21.654280648429587,1.9375289575289574,,6.446395998805498,17
3013,MOLINA DE ARAGÓN,1062,GUADALAJARA,4018,4.000597460791636,19.314189693801346,1.329395218002813,1.905908750934929,7.094405941438151,1
3021Y,ZAOREJAS,1250,GUADALAJARA,3811,5.9703125,17.664665570175437,1.666969947615109,2.8250135208220657,7.405447451642773,80
3040Y,BETETA,1214,CUENCA,3356,5.043188698284561,18.20084090144635,1.6404663046949859,,6.97199122702387,311
3085Y,PASTRANA,920,GUADALAJARA,3795,8.061875604253947,20.934224943602963,1.2964639699973208,,7.974834126793176,568
3094B,TARANCÓN,819,CUENCA,4002,10.157111111111112,22.3295,0.6855924459335974,3.014003500875219,8.062116505575549,354
3103,PANTANO EL VADO,910,GUADALAJARA,3967,7.188394235717961,19.784637159032425,1.8206833594157539,1.7984494153533301,7.236969369479022,35
3104Y,RASCAFRÍA,1159,MADRID,3952,3.6560769230769234,18.881615384615387,2.7372564302416214,1.1659488218900433,6.364094246635825,24
3110C,BUITRAGO DEL LOZOYA,1030,MADRID,3726,5.50533294897665,18.989708849812626,1.3824546240276578,1.799892328398385,6.815129776795498,119
3111D,SOMOSIERRA,1454,MADRID,3541,5.542300613496933,15.699110429447854,2.9371538008249853,1.8820116718159974,7.42137666219974,291
3125Y,SAN SEBASTIÁN DE LOS REYES,672,MADRID,3423,9.935784313725492,22.649509803921568,1.174472049689441,,7.541105251081866,26
3126Y,"MADRID, EL GOLOSO",740,MADRID,3904,8.579234972677595,20.36814988290398,1.1607503991484833,1.2629888629888628,7.440734737085157,27
3129,MADRID AEROPUERTO,609,MADRID,4018,9.035748070699528,22.404880478087648,1.1970840926841968,3.0788988540109616,7.808662549092155,1
3130C,SIGÜENZA,1005,GUADALAJARA,3827,4.00151233749005,18.755425842398513,1.312442396313364,1.8230190174326466,6.899004267887358,29
3140Y,MANDAYONA,990,GUADALAJARA,3768,7.16794731064764,20.46270581778266,1.1428200692041521,,7.544546704008318,93
3168D,GUADALAJARA,727,GUADALAJARA,4018,9.320453413054311,21.73572496263079,1.232957168504745,2.4225790390838933,7.659104295900157,1
3170Y,ALCALA DE HENARES,605,MADRID,3584,8.038159019663722,22.724308919920208,1.0665538635081782,2.565299773755656,7.851057433661127,145
3182Y,ARGANDA DEL REY,533,MADRID,3858,9.049273447820344,23.152496697490093,0.9428417071853051,2.46522649908353,7.931452165176984,38
3191E,COLMENAR VIEJO,1004,MADRID,4018,9.651805728518058,18.99648991784914,1.522148337595908,2.5562111028130445,7.603982930999961,2
3194U,"MADRID, CIUDAD UNIVERSITARIA",664,MADRID,158,4.1430894308943085,15.942276422764229,0.8941176470588236,,4.689841591603949,6
3194Y,POZUELO DE ALARCÓN,665,MADRID,3928,8.238422131147543,22.339600409836063,1.4410131139110312,,7.6526028646884185,43
3195,"MADRID, RETIRO",667,MADRID,4017,11.305167562036328,21.474469173701713,1.2005116398055768,1.9348720964422228,7.866726940280756,82
3209Y,BRIHUEGA,835,GUADALAJARA,3883,6.429696024941544,19.738737334372566,1.3914982944109158,,7.2441817589965165,37
3229Y,TIELMES,594,MADRID,3974,8.637942449707158,22.36681945505475,0.9575074667390714,,7.766072855830966,11
3245Y,TEMBLEQUE,635,TOLEDO,3939,7.665582726326743,22.70059833506764,0.8266273932253314,,7.886430956164906,25
3254Y,MORA,717,TOLEDO,3847,10.029961549837328,22.693256433007985,0.7678260869565218,2.3611053180396246,8.062675132397011,246
3260B,TOLEDO,513,TOLEDO,4013,10.650525788683025,23.678793189784678,0.9495209278870399,3.1494979919678716,8.013157612979406,6
3266A,PUERTO ALTO DEL LEÓN,1530,MADRID,3925,5.411008691071898,14.397893073479063,2.2469743022934514,4.4744379683597,7.727884838376168,100
3305Y,NAVAHERMOSA,750,TOLEDO,3895,9.963111111111111,22.2920522875817,1.3004830917874395,,7.784534044511112,27
3319D,PUERTO DEL PICO,1285,AVILA,4006,1.5623334171486043,16.981260989701077,4.121514543630893,2.497147950089127,6.075913449985994,12
3330Y,ROZAS DE PUERTO REAL,890,MADRID,3895,8.92530057501307,19.31424464192368,1.7061186974789915,,7.3268446714601385,58
3337U,CEBREROS,850,AVILA,3962,9.30661429295489,21.371130876747138,1.4323529411764706,2.0060473494595987,7.5297340147932985,43
3338,ROBLEDO DE CHAVELA,770,MADRID,3545,9.482793209876542,21.254050925925927,1.1960166262556287,1.9915246832678026,7.7090497518267265,765
3343Y,VALDEMORILLO,884,MADRID,3684,9.84312966546862,20.824937793751733,1.3645688938175768,2.539939692982456,7.687255432451746,95
3362Y,CASTILLO DE BAYUELA,560,TOLEDO,3978,11.100409207161125,22.342071611253196,1.7261097977410031,,7.8789826298089,31
3365A,TALAVERA DE LA REINA,372,TOLEDO,3736,9.874753829321662,24.16652078774617,1.0764444444444443,2.3292248603351955,7.863840867159126,35
3386A,NAVALVILLAR DE IBOR,923,CACERES,4005,10.137339380196522,19.724647177419353,2.5356982263302523,1.7612188365650967,7.3389741967332185,11
3391,SOTILLO DE LA ADRADA,630,AVILA,3132,9.898562561254492,22.61420233463035,1.4984076433121019,1.541103493307215,7.506333741542754,99
3422D,CANDELEDA,350,AVILA,3982,9.898212487411882,24.089227284168135,2.4023894255210982,1.839561823218333,7.343602152723403,11
3423I,MADRIGAL DE LA VERA,464,CACERES,4018,11.128542914171655,23.081212574850298,3.15435,1.0317024463305042,7.493225064875281,4
3427Y,OROPESA,345,TOLEDO,3647,8.575096239265621,24.33742967130589,1.5419213973799126,,7.540244339111399,201
3434X,NAVALMORAL DE LA MATA,269,CACERES,4016,9.996618236472946,24.114754509018038,1.7080697384806973,2.3904761904761904,7.563280350921788,7
3436D,GARGANTA LA OLLA,690,CACERES,4017,11.324364723467863,20.833482810164423,4.32573566084788,2.102116006970376,7.203286129783288,2
3448X,SERRADILLA,406,CACERES,4018,11.770598636019198,22.772518312705227,1.7109245803056878,2.9804087736789633,7.603045982128575,52
3455X,JARAICEJO,559,CACERES,4009,11.46192855358481,22.32955283537347,1.6069232691827042,3.2828878341244065,7.498088484380635,4
3469A,CÁCERES,394,CACERES,4018,11.349452463912394,23.072847187655555,1.5104896976184103,2.7918367346938777,7.327705792323719,0
3475X,CAÑAVERAL,373,CACERES,3996,12.224772497472195,23.23040950455005,1.5362064645452267,3.5518565294266233,7.546430712990405,18
3494U,NUÑOMORAL,470,CACERES,4005,7.591059353869272,22.295291760581016,2.8436545682102623,1.5162446728503383,6.766196222955595,8
3503,GUIJO DE GRANADILLA,393,CACERES,4006,10.997971957936905,23.154131196795195,1.833349987509368,2.6533400050037526,7.418675434702714,4
3504X,HERVÁS,724,CACERES,4015,9.515639097744359,20.32330827067669,2.6338169084542273,2.056281281281281,6.960129690021873,9
3512X,MONTEHERMOSO,351,CACERES,4016,10.484703537618337,23.307349277528647,1.8452297702297702,2.222308075772682,7.237474717870996,2
3514B,TORNAVACAS,991,CACERES,4015,9.740264603095357,19.074837743384922,3.4033008252063013,3.8762914898926875,7.156378990871132,9
3516X,PIORNAL,1260,CACERES,4014,8.089074778200255,17.40874524714829,4.3120848938826475,2.5544113971507123,7.254447798819655,31
3519X,PLASENCIA,415,CACERES,3988,12.317228853139595,23.605552672548,1.7191969887076537,1.5704875518672199,7.631176344005283,19
3526X,CORIA,313,CACERES,4004,11.521133890154392,24.002277904328018,1.4241915266984206,2.7402109596089526,7.3849521923664865,7
3531X,TORRECILLA DE LOS ANGELES,459,CACERES,3973,9.134655215963626,22.802803738317756,2.6131645569620257,2.0426507856056766,7.03479037324102,21
3536X,HOYOS,560,CACERES,4007,10.885961393833043,21.924492353973427,3.0224116319879673,2.2463329161451813,7.173785978220232,6
3540X,ZARZA LA MAYOR,336,CACERES,4018,11.271364430032426,23.577999501122473,1.4332005973120954,2.8258491508491512,7.251850623719396,7
3547X,VALVERDE DEL FRESNO,450,CACERES,4004,10.817924291802457,22.464987468671676,2.39805,2.2536725996490343,7.092320354545467,15
3562X,ALISEDA,321,CACERES,4000,10.794555945810338,23.611214249874557,1.2867305751765894,2.476272886882368,7.303118192449519,9
3565X,BROZAS,425,CACERES,4018,10.974731853330006,22.711524070840607,1.3271980074719802,4.012518703241896,7.204710099118019,4
3576X,VALENCIA DE ALCÁNTARA,444,CACERES,4010,10.474578828262509,22.461629368871012,1.283752221375984,2.995448766844648,6.8780722347030805,5
367,GIRONA AEROPUERTO,143,GIRONA,4018,9.279685119349924,22.943934010152287,1.8110634878114116,2.914896829391042,6.770205029929816,10
4007Y,OSSA DE MONTIEL,905,ALBACETE,3941,8.17174635643058,21.769803119406802,0.8715672280902083,2.2691389382778766,7.824287852529539,26
4051Y,ALCÁZAR DEL REY,875,CUENCA,3838,7.660356288221218,20.74793937782505,1.1837341259119156,2.6177533385703065,7.8574278533101785,76
4061X,QUINTANAR DE LA ORDEN,691,TOLEDO,3889,8.119425874950846,20.273063311049942,0.8800467653936088,1.6908943965517242,7.151599059759222,220
4064Y,ALCAZAR DE SAN JUAN,640,CIUDAD REAL,3967,10.492615227909345,23.035539714867618,0.8074866310160428,1.5762626262626263,8.352832669856376,16
4067,MADRIDEJOS,690,TOLEDO,3745,8.090786273980004,21.768305863280194,0.7290353390639922,3.1838489923360775,7.879485566615183,80
4070Y,ABIA DE OBISPALIA,1020,CUENCA,3861,6.632093266963583,20.19884726224784,1.23759477124183,2.426038421599169,7.414769837964198,64
4075Y,VILLARES DEL SAZ,870,CUENCA,3937,8.519326847225875,20.94851433079148,0.9376450608547976,,7.8796367080996985,16
4089A,ALBERCA DE ZANCARA,858,CUENCA,3848,8.361569043201696,21.47821362311158,0.9863818014140793,2.5761271826948136,7.913855642660985,65
4090Y,SAN CLEMENTE,728,CUENCA,3520,8.124865991661704,21.659261465157833,0.920671188861121,3.83929512516469,7.971910486461405,308
4091Y,VILLARROBLEDO,718,ALBACETE,3989,9.059607843137256,23.552967320261434,0.9095611285266457,3.213783580215918,7.9792524251735255,8
4093Y,OSA DE LA VEGA,763,CUENCA,3919,8.056092544987148,21.64933161953728,1.0826390685640361,2.4570041972717735,8.024170711691832,45
4095Y,BELMONTE,745,CUENCA,3744,9.889172714078374,22.131465892597966,0.8828303545268094,2.205045095828636,7.97798971979695,74
4096Y,MUNERA,918,ALBACETE,3782,6.584368131868131,21.357527472527472,1.008890163464296,1.8274336283185841,7.650198406868891,68
4103X,TOMELLOSO,662,CIUDAD REAL,3775,9.203087569869577,23.37527282406175,0.8301830910070006,2.739184597961495,8.042498055683424,84
4116I,ALMAGRO / FAMET,626,CIUDAD REAL,4018,8.810488290981565,23.053947696139478,0.9117380352644836,2.766045340050378,8.112533751160973,1
4121,CIUDAD REAL,626,CIUDAD REAL,4018,10.511752988047808,23.024645257654967,1.048825200103279,2.110710710710711,8.080565247119434,1
4138Y,VILLANUEVA DE LOS INFANTES,900,CIUDAD REAL,3810,9.42158789166224,21.676739245884228,1.0229682920330403,3.343947368421053,7.9906857270072935,27
4147X,VALDEPEÑAS,700,CIUDAD REAL,3824,9.74767777486224,22.491316894018887,0.8182585751978891,1.8343355704697986,8.099808111526023,186
4148,VISO DEL MARQUÉS,804,CIUDAD REAL,3896,8.672871179039301,21.27046943231441,1.0585076168344953,2.6859408033826635,7.887531652754209,47
4193Y,EL ROBLEDO,587,CIUDAD REAL,3992,9.464086845466154,23.733043922369767,1.6587093521552811,,7.701357969640846,68
4220X,PUEBLA DE DON RODRIGO,533,CIUDAD REAL,3626,8.245751833740831,23.42469437652812,1.2743238496663154,1.533347475604582,7.4820159514376074,158
4236Y,PUERTO REY,689,CACERES,3789,10.174343163538873,22.185415549597856,1.6541201488569908,2.495345557122708,7.631108211188595,15
4244X,HERRERA DEL DUQUE,447,BADAJOZ,4009,10.663717948717949,24.180307692307696,1.4796652510617039,2.2415001297690114,7.559424960181962,25
4245X,GUADALUPE,660,CACERES,4018,10.29210986267166,22.369637952559298,2.5472131967008247,1.2346287992027902,7.291428781406003,9
4260,PERALEDA DEL ZAUCEJO,542,BADAJOZ,4013,9.065302046929606,23.04712930604094,1.111412908048841,2.669138576779026,7.230333374089524,2
4263X,VALSEQUILLO,575,CORDOBA,4008,9.07059118236473,23.252004008016034,1.1024818250188018,2.77825761357963,7.499377353652103,3
4267X,HINOJOSA DEL DUQUE,551,CORDOBA,3956,9.852482088024566,23.626970317297854,1.0868974358974357,2.6995570609692554,7.63034285883281,20
4300Y,ALMADÉN,535,CIUDAD REAL,4001,11.976675062972292,24.41073047858942,0.9540382165605096,1.8616424636955433,7.8712173707780915,7
4325Y,CASTUERA,459,BADAJOZ,1807,12.569661674986133,23.713754853022735,1.0983951300498065,3.6401220865704773,7.515966823498003,4
4339X,CAÑAMERO,590,CACERES,4018,10.985158393614368,21.979121975555003,1.8558911632551174,2.363874345549738,7.279590183453626,6
4340,NAVALVILLAR DE PELA,313,BADAJOZ,4014,11.235974090682612,24.29255107125062,1.2018449264522562,2.6419386992275107,7.407371140820128,2
4347X,ZORITA,413,CACERES,4002,11.961409227683049,23.296890672016048,1.3770697441043653,3.4508263412153575,7.418800516078937,10
4358X,DON BENITO,274,BADAJOZ,4006,11.772397277539705,24.931787244769346,0.9683829042739315,1.8710493046776233,7.2684221016507635,7
4386B,LLERENA,655,BADAJOZ,4018,11.359348370927318,22.719899749373436,1.1612015018773467,3.716899264146156,7.421998773703491,11
4395X,VILLAFRANCA DE LOS BARROS,430,BADAJOZ,4018,9.502367896311068,23.685144566301098,0.9336243452232477,3.1229088168801806,6.954013210187995,4
4410X,MÉRIDA,228,BADAJOZ,4017,10.199217566885412,25.250378596668348,1.1577633549675488,2.105600608210846,6.9175267642087315,31
4411C,ALCUESCAR,467,CACERES,4017,10.92085201793722,23.04598903836572,1.4932768924302788,2.9897781101969585,7.297863561257905,2
4427X,ZAFRA,433,BADAJOZ,4015,9.772604453340005,23.915761821366022,1.2308056872037916,2.7432533733133435,7.042072722310193,9
4436Y,ALMENDRALEJO,371,BADAJOZ,4018,11.239078455790784,23.716488169364883,1.0967645594823296,3.272815533980583,7.153818265599191,2
4452,BADAJOZ AEROPUERTO,186,BADAJOZ,4018,11.188377302140367,24.928894972623198,1.161140416980658,2.6183424589347934,6.905787747432805,0
4464X,ALBURQUERQUE,283,BADAJOZ,3994,9.685667257533552,24.12084071916941,1.401409869083585,2.0884284992420414,6.87000014266565,10
4468X,PUEBLA DE OBANDO,392,BADAJOZ,4016,10.32058383233533,23.166666666666668,1.6110557768924303,2.9855538922155684,6.9570818451268295,4
4478X,BADAJOZ,174,BADAJOZ,4018,10.645604395604396,25.331268731268732,1.2287954206072673,2.299749687108886,6.960226390237295,7
4486X,OLIVENZA,275,BADAJOZ,4014,11.171018472291564,24.236769845232153,1.2214855433698903,3.5541666666666667,6.9628616402444345,4
4489X,ALCONCHEL,170,BADAJOZ,4018,11.375741710296683,24.16858638743456,1.1245644599303135,2.982626060908637,6.60077577657489,7
4492F,BARCARROTA,377,BADAJOZ,3483,9.91232363950475,24.35440668202765,1.5557315668202765,2.0438459223593135,6.827706243846946,4
4497X,VILLANUEVA DEL FRESNO,247,BADAJOZ,3974,11.503907048008172,24.107048008171606,1.1863224181360201,2.999974515800204,6.571310392170431,9
4499X,MONESTERIO,771,BADAJOZ,4016,10.527272727272727,20.94055944055944,1.76528367908023,2.6255058705970526,7.030928276171469,12
4501X,FUENTE DE CANTOS,602,BADAJOZ,4009,11.08189806678383,22.42169219181521,1.0315263552335747,4.1700850425212606,7.173192812570388,7
4511C,JEREZ DE LOS CABALLEROS,381,BADAJOZ,3983,10.649923391215525,24.19987231869254,1.2579013588324108,3.7963417890520694,6.90799048934183,11
4520X,FREGENAL DE LA SIERRA,586,BADAJOZ,4016,8.516433566433568,22.28711288711289,1.6319489617212908,2.0606295278541094,6.477592341190955,6
4527X,AROCHE,267,HUELVA,4004,8.601776776776775,24.661736736736735,1.5619584272476834,2.072352647352647,6.494428472981862,5
4541X,EL GRANADO,60,HUELVA,4004,12.075075910931174,26.37140688259109,1.0816336884830036,,6.542351264039261,6
4549Y,AYAMONTE,3,HUELVA,4001,13.833691206543968,24.21905128205128,1.1012836647369746,2.297816265060241,5.22701894546473,18
4554X,CARTAYA,15,HUELVA,3995,11.701255335174492,23.408009038413258,1.2744621614781066,2.7194221105527636,5.1931210906208785,8
4560Y,ALAJAR,572,HUELVA,4006,12.217563172379286,23.271778834125595,2.267034943473792,2.862983565107459,6.835434351779605,4
4575X,VALVERDE DEL CAMINO,280,HUELVA,3879,12.075635703165542,24.85915456431535,1.553783924843424,,6.570530123870117,108
4584X,EL CERRO DE ANDÉVALO,270,HUELVA,4018,13.07062062062062,24.931456456456456,1.6810357768326245,,6.448883802404521,10
4589X,"ALOSNO, THARSIS",276,HUELVA,3952,12.41254762509525,23.97503809040122,1.5570182191429307,3.449923973644197,6.217358916878374,16
4608X,EL CAMPILLO,415,HUELVA,3902,12.649548620067064,23.599974213512123,1.7586580645161292,2.673703133025167,6.6016634478414264,20
4622X,VILLARRASA,145,HUELVA,3999,11.537879929665914,25.457322280833964,1.445845921450151,2.4704482844978712,6.2707243685771585,11
4642E,"HUELVA, RONDA ESTE",18,HUELVA,4018,13.110354291417167,25.03498003992016,1.4208367071524965,3.2869815092453774,5.760942572816545,1
5000C,CEUTA,87,CEUTA,4018,16.353424657534248,22.35180572851806,1.7751368840219015,2.94364406779661,4.456514901954344,1
5038Y,CAZORLA,799,JAEN,4018,12.382161887845726,23.278330373001776,1.3464410154305624,,7.949605788341406,49
5047E,BAZA,785,GRANADA,3740,7.635839396389113,23.538453247103206,0.5623615160349854,3.0823095097460134,7.436066388015776,58
5051X,HUÉSCAR,1100,GRANADA,923,6.4975836431226766,21.2546468401487,0.6069182389937107,2.3819975339087542,7.846587189166539,386
5060X,VÉLEZ BLANCO - TOPARES,1190,ALMERIA,4013,8.197075718015666,19.673603133159272,0.8471335992023927,,7.399146617908535,105
5107D,DÓLAR,1197,GRANADA,3199,9.034175615919139,20.94914718888187,0.7832447639887464,3.9250403877221327,7.231364281290024,31
5164B,BAEZA,771,JAEN,3983,11.363805874840358,24.022171136653892,1.2489178617992176,1.8820499745028045,7.867273145071148,35
5165X,TORRES,910,JAEN,4009,10.889954796584632,21.86991461577097,1.196030341340076,,7.724667398068194,16
5181D,ARROYO DEL OJANCO,580,JAEN,3781,10.993355209187857,23.86735028712059,1.2101708489054992,2.0652777777777778,7.6763831026651035,42
5192,VILLARRODRIGO,862,JAEN,2503,11.823576907549455,23.186314089624545,0.9085179714426391,2.678618225134008,7.744807574887534,604
5210X,VILLANUEVA DEL ARZOBISPO,680,JAEN,4016,10.395071335927367,23.924773022049287,1.229610253727439,1.4330499177180471,7.908585585038903,121
5270B,JAÉN,580,JAEN,2192,12.85766590389016,23.125812356979406,1.2459759481961148,2.519925857275255,7.586944318001716,2
5279X,LINARES,515,JAEN,4005,12.860754332313965,23.95685524974516,1.1688389513108617,1.387062404870624,7.8641855155920775,35
5281X,BAILÉN,345,JAEN,3934,12.882757704569606,25.567428267800214,1.086968766001024,1.161776367961935,7.672252166285964,121
5298X,ANDÚJAR,202,JAEN,3894,10.184177545691906,26.249138381201046,1.164043209876543,1.8314677930306231,7.565426825656288,80
5304Y,PUERTOLLANO,665,CIUDAD REAL,3955,10.163641012528766,23.304909230375863,0.9471038530237305,1.9439301972685885,7.915162923251743,39
5341C,FUENCALIENTE,710,CIUDAD REAL,4001,9.176120162932792,22.956720977596742,1.847831600304337,1.4806726907630523,7.1516737311415195,6
5346X,CARDEÑA,720,CORDOBA,3986,10.968399899522732,22.9887716654107,2.087087628865979,,7.353176389635648,16
5361X,MONTORO,155,CORDOBA,3969,10.852927698574339,26.808681262729124,1.2967898089171974,1.4910204081632652,7.559993494648654,14
5390Y,VILLANUEVA DE CÓRDOBA,750,CORDOBA,3931,10.736812627291242,22.294066717596127,1.2950777202072539,2.570759042282221,7.507885590869888,78
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",525,CORDOBA,4008,10.53912493677289,23.849114820435002,1.7421277665995976,2.0883266533066136,7.212994799492302,6
5402,CÓRDOBA AEROPUERTO,90,CORDOBA,4018,11.485281602002502,26.472293073268315,1.3741529774127312,2.5203385548256696,7.352312407797587,4
5406X,ALCALÁ LA REAL,908,JAEN,4008,9.948547613033595,21.993811568577925,1.4407684630738524,1.9684526790185275,7.328926153450882,31
5412X,PRIEGO DE CÓRDOBA,550,CORDOBA,3943,10.475038167938932,24.039491094147582,1.0242846094354217,3.07616028404768,7.465083342678226,61
5427X,DOÑA MENCÍA,650,CORDOBA,3901,13.121981505944518,23.459101717305153,1.2622464898595944,2.5366362451108215,7.125907378588796,36
5429X,"CÓRDOBA, PRÁGDENA",275,CORDOBA,4003,12.147778899545685,25.26309944472489,1.1483208020050124,2.4659494620965727,7.492182848373632,17
5459X,ESPIEL,465,CORDOBA,3947,8.963934426229509,24.340775435857406,1.460144553433144,1.4110316649642494,7.167027274433653,66
5470,FUENTE PALMERA,120,CORDOBA,4000,12.675247524752477,25.96042142675806,1.4424411243352746,2.3582832832832836,7.229589116649629,33
5473X,AZUAGA,581,BADAJOZ,4012,10.732559300873907,22.988364544319598,1.0738273453093814,3.0200499375780274,7.350300984980968,4
5514Z,GRANADA BASE AÉREA,695,GRANADA,1874,10.121120000000001,25.619919999999997,0.7904656319290465,3.245021645021645,7.445718647285816,397
5515D,VÍZNAR,1258,GRANADA,3581,10.363173652694611,19.13805389221557,1.5098118668596237,,7.890608062401492,172
5515X,GRANADA-CARTUJA,775,GRANADA,4007,10.846290200050646,24.97323373005824,0.9297549886334934,0.9501517450682851,7.506935465341837,17
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',2856,GRANADA,1619,2.569913151364764,8.387468982630272,,5.27117776152158,7.175531173415242,6
5530E,GRANADA AEROPUERTO,560,GRANADA,4018,8.540114541832668,25.309661354581674,0.9088531187122737,2.502345309381238,7.582506115474486,1
5582A,LOJA,760,GRANADA,3717,11.186300524529468,24.00814563406356,1.1090198268640046,1.9706187050359711,7.497653135963616,302
5598X,BENAMEJÍ,465,CORDOBA,3997,12.34908498370519,23.937938816449346,1.0525364138623807,3.074468085106383,7.11381932905187,7
5612B,LA RODA DE ANDALUCÍA,410,SEVILLA,3867,10.693209549071616,24.587960753115887,1.068086239020495,2.917363684489148,7.063150833727233,70
5612X,LORA DE ESTEPA,450,SEVILLA,4014,12.803400850212554,23.458110472381904,1.288364205583094,,7.007998631000417,6
